layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer,d_conv,mixer_type
corrupted,KEY,query_item_orig,divider,conv_input,restored_logit,3.728809356689453,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,divider,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.010009474292473897,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.0075737609832629005,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,3.756023406982422,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,3.727245330810547,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.005277849464143003,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.008823900975995613,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,3.6575927734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,3.759265899658203,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.609375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.390625,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.0001407532144894752,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.00017501073922576715,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,-0.9659547805786133,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,-0.9743256568908691,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,kl_div,5.3062569350004196e-05,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.0006978537387958283,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.00016714306048459804,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,0.0005077192769444849,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.3252449035644531,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,-0.8985786437988281,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,1.2982215881347656,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00018085000867262835,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00020026836166264772,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,restored_logit,-0.9632110595703125,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_input,restored_logit,-0.9955329895019531,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00011669014142667855,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_input,restored_prob,0.00012918548402429675,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,restored_logit,-0.9934005737304688,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_input,restored_logit,-1.0235084891319275,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,restored_prob,0.000191572805304574,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_input,restored_prob,0.00015601352493899157,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,restored_logit,-0.9690780639648438,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_input,restored_logit,-0.9729528427124023,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00016242166598656738,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.0001741438593283462,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,-1.0383071899414062,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,-1.0214767456054688,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.0001519616074729946,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00016632621489498511,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,0.017166108176724038,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,-0.9177932739257812,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,-0.9826364517211914,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,3.9800872802734375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,max_perc,0.875,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,max_perc,0.125,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
0,KEY,target_item_orig,nothing,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,kl_div,7.367074431385845e-06,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.010066669589750887,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,0.0012049801988642805,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,3.57330322265625,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,-0.19110107421875,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,kl_div,1.567101207911037e-06,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.008779408147777445,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,0.0005258461718504748,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,3.7176170349121094,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,0.057918548583984375,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,kl_div,1.9939252524636686e-06,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,restored_prob,0.017832179716492647,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,prob_diff,0.0007052083140166587,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,restored_logit,3.9573326110839844,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,logit_diff,0.08666133880615234,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_input,restored_prob,0.009081825498924445,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_input,restored_logit,3.8717041015625,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_input,kl_div,6.118025339674205e-07,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_input,restored_prob,0.010041644828959306,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_input,prob_diff,2.56726912226668e-05,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_input,restored_logit,3.7993736267089844,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_input,logit_diff,0.000492095947265625,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,4.04648403673491e-07,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.007404007639316035,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0022659599652641305,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,3.758882522583008,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,0.06041526794433594,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,-1.0220719559583813e-07,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.012721911748531767,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0003519592606835431,ar_32_mamba_ablation/mamba_2___32___1e-02,0.01,32,2,2,mamba_no_causal_conv1d
